"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","13.1","13.5","12.8","12","9.9","10.1","10.4","10.6","9.9","10","10.2","10.1","11.1","11.2","11.5","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","24.6","24.4","23.7","24.4","20.3","22.2","24.3","25","25.4","26","25.9","24.1","21.3","21.3","21.4","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","16.2","17.3","17.6","16.9","12.8","14.2","16.6","16.4","14.9","16.2","14.5","15","14.8","15.6","14.6","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.5","3.4","3.4","3.2","2.4","2.6","2.7","2.7","2.4","2.6","2.5","2.5","2.6","2.6","2.4","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","6.6","7.1","7.8","8.4","7.8","7.9","8.1","8.5","8","7.8","7.7","7.1","7.7","9","8.8","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","9","8","8.2","6.7","6.7","6.6","7.1","6.7","6.8","6.6","6.4","6.5","6.8","7.7","8.3","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.3","13.7","12.9","13.1","11.7","11.1","11.5","10.3","11.1","10","10.3","10.6","10.8","9.8","10.1","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","40.3","37.3","38.6","39","39","38.3","40.6","42.4","41.7","42.3","41.5","41.4","43.7","45.3","46.6","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","44","41.9","46.4","45.7","44.1","41.5","44.5","40.9","42.5","42.4","41.7","40","42.2","44.2","44.1","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","43.8","42.6","41.2","40","38","36.7","35.9","36","35.9","35.5","35.4","35.8","35.8","35.7","35.6","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","16.1","16","17.2","18.6","18.3","18.4","19","20.9","23.4","22.1","22.8","23.6","22.5","23.7","23.5","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","12.3","11.6","12.3","12","11.7","12.8","13.6","13.2","13.3","13.3","13","12.5","12.9","13.7","13.7","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.3","2.3","2.6","2.5","2.4","2.8","2.7","2.7","2.8","2.4","2.3","2.4","2.2","2.5","2.6","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","24.1","22.7","23.8","22.7","20.2","21.8","22.6","21.9","22.3","21","21.2","20.7","21.3","21.5","21.3","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","31","30.4","29.8","29.5","28.3","27.7","27.4","26.9","27","26.6","26.7","26.7","26.9","27.2","27.6","-","-","-","-","-","-","-","-","-","-","-"
"Canada","Canada","NIR 2021","RIN 2021","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","738.7","730.1","751.7","735.7","693.6","702.8","714.1","717.2","725.4","722.6","723.1","706.9","716.1","728.5","730.2","-","-","-","-","-","-","-","-","-","-","-"
"n/a","s/o","NIR 2021","RIN 2021","International Emissions","Émissions internationales","Foreign Freight","Marchandises étrangères","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","11.2","10.2","10.7","10.6","9.9","10.3","8.9","9.6","9.9","9.9","8.4","8","9.3","9.7","10.7","-","-","-","-","-","-","-","-","-","-","-"
"n/a","s/o","NIR 2021","RIN 2021","International Emissions","Émissions internationales","Foreign Passenger","Passagers étrangers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","8.4","8.4","8.7","8.3","7.6","7.9","8.2","9.3","9.7","9.7","10.1","10.6","11.5","13.1","13.2","-","-","-","-","-","-","-","-","-","-","-"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5","0","0.5","0.9","1","1","1","1","1","1","1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.3","1.2","1.3","1.4","1.3","1.3","1.4","1.4","1.3","1.3","1.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.5","0.5"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.9","0.6","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.2","1.3","1.4","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.9","0.9","0.9","0.9","1","1","1","1","1","1.1","1.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6"
"Newfoundland and Labrador","Terre-Neuve-et-Labrador","2021 Reference Case","Scénario de reference 2021","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.1","9.5","9.6","10.2","10.3","10.2","10.2","10.1","9.9","9.7","9.6"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Prince Edward Island","Île-du-Prince-Édouard","2021 Reference Case","Scénario de reference 2021","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0"
