Region (English) / Région (anglais),Region (French) / Région (français),Scenario (English) / Scénario (anglais),Scenario (French) / Scénario (français),Economic Sector (English) / Secteur économique (anglais),Economic Sector (French) / Secteur économique (français),Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais),Subsector Level 1 (French) / Sous-secteur niveau 1 (français),Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais),Subsector Level 2 (French) / Sous-secteur niveau 2 (français),Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais),Subsector Level 3 (French) / Sous-secteur niveau 3 (français),Units (English) / Unité (anglais),Units (French) / Unité (français),2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Manitoba,Manitoba,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Manitoba,Manitoba,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.4,1.5,1.4,1.4,1.5,1.6,1.5,1.7,1.7,1.7,1.8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,12.2,11.7,11,9.9,8.8,8.4,7.9,7.6,7.6,8.9,9.3,7.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.7,2.7,3.3,3.4,3.5,4.1,4.3,4.7,6,7.9,8.3,7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,4.1,3.9,3.9,3.9,4,3.8,3.6,3.4,3.4,3.5,3.5,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.3,2,2.6,2.9,2.6,2.5,2.4,2.5,2.5,2.8,2.5,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.1,2.2,2.2,2.2,2.1,2,2.2,2.4,2.3,2.4,2.3,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,14.8,14.4,14.8,14.3,15.4,15.2,14.2,14.7,14,14.2,15.1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.4,2.6,2.8,3.1,3.3,3.8,4,4.2,4.9,5.2,5.2,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.4,0.5,0.5,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,3.1,3.4,3.5,3.8,4,4.2,3.7,4.3,4.5,4.3,4.7,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.6,0.6,0.6,0.5,0.5,0.5,0.7,0.7,0.8,0.5,0.6,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.3,1.6,2.2,2.7,1.8,2.1,3.3,3,2.6,2.6,2.6,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.6,1.5,1.4,1.5,1.8,1.6,1.5,1.3,1.4,1.4,1.3,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.6,1.7,1.7,1.8,1.8,2,1.8,1.8,1.9,1.9,1.8,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,7.9,7.8,7.5,7.2,6.7,6.4,6.2,6.3,6.3,6.2,6.2,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Agriculture,Agriculture,Crop Production,Cultures ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,4.7,4.2,4.4,5.3,5,4.6,5,5.9,6.9,6.3,6.7,6.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,3.5,3.4,3.9,3.8,3.9,4,4.1,4,4.5,4.8,4.7,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.7,0.7,0.8,0.6,0.6,0.7,0.7,0.7,0.9,0.8,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,8.4,9.1,9.7,9.9,10.2,8.8,7.2,7.3,7.3,7.4,7.4,7.4,7.4,7.4
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,7.1,7,6.8,6.3,6.1,5.5,5,5.1,5.2,5.4,5.7,5.9,6.1,6.3
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.1,3.1,2.8,2.6,2.5,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.6
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,15.4,15.2,15.4,13.8,13.6,13.9,13.6,14,14.1,14.4,14.6,13.4,13.5,9.7
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,Freight Transport,Transport de marchandises,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.2,5.2
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,Passenger Transport,Transport de passagers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,5.1,5,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.2,4.1,4
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.6,2.8,2.8,2.9,3,3.1,3.1,3.2,3.3,3.4,3.5,3.5
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,6.2,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Agriculture,Agriculture,Crop Production,Cultures ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7.1,7.1,7.1,7.1,7.2,7.2,7.2,7.2,7.2,7.3,7.3,7.3
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.9
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8
Saskatchewan,Saskatchewan,2018 Reference Case,Scénario de reference 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,8.4,9.1,9.7,9.9,10.2,8.7,7.2,7.2,7.2,7.3,7.3,7.3,7.3,7.2
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,7.1,7,6.8,6.3,6.1,5.5,4.9,5,5.2,5.3,5.5,5.7,5.9,6.1
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.1,3.1,2.8,2.6,2.5,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2,2,2,2,1.9,1.9
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2
Saskatchewan,Saskatchewan,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,15.2,15,11.5,7.2,6.1,6.3,6.3,6.2,6.1,6,6,5.8,5.8,5.6
